Employee No,Profit Center,Employee Name,Employee Position,Employee Location,People Group,Employee Category,Supervisor name,Join Date,Current Status,Termination Date,Total Hours,Total Available Hours,Work Hours,Leave Hours,Training Hours,BD Hours,NC Hours,Utilization%,Tenure
866,PC - 2,Sara Mora,Level 8,Location 7,Client Service Staff,Confirmed Staff,Cosette Lavena,2017-06-30,Active,2021-11-30,1720,1437.0,1310.0,152.0,131.0,0.0,543.0,0.9116214335421016,1614
867,PC - 3,Liana Galvan,Level 7,Location 1,Client Service Staff,Confirmed Staff,Ali Elsinore,2017-06-30,Active,2021-11-30,1720,1547.0,1383.0,129.0,44.0,0.0,338.0,0.8939883645765999,1614
868,PC - 2,Yaritza Browning,Level 7,Location 7,Client Service Staff,Resigned,Myrtie Brana,2017-06-30,Resigned,2017-09-30,560,429.0,300.0,56.0,75.0,0.0,193.0,0.6993006993006993,92
869,PC - 2,Diego Rosales,Level 8,Location 7,Client Service Staff,Confirmed Staff,Dannie Clotilda,2017-06-30,Active,2021-11-30,1720,1400.5,1297.0,192.0,127.5,0.0,124.5,0.9260978222063548,1614
870,PC - 1,Anderson Oneal,Level 6,Location 3,Client Service Staff,Confirmed Staff,Hedi Elna,2017-06-30,Active,2021-11-30,1720,1581.0,1168.0,104.0,35.0,0.0,570.5,0.7387729285262492,1614
871,PC - 3,Elijah Galvan,Level 8,Location 1,Client Service Staff,Confirmed Staff,Refugia Morganti,2017-06-30,Active,2021-11-30,1680,1507.0,1518.0,112.0,61.0,0.0,191.0,1.0072992700729928,1614
872,PC - 3,Deon Hess,Level 7,Location 1,Client Service Staff,Confirmed Staff,Benedikta Kirbee,2017-06-30,Active,2021-11-30,1680,1428.0,1352.0,160.0,92.0,88.0,66.0,0.9467787114845938,1614
873,PC - 1,Paula Davila,Level 6,Location 3,Client Service Staff,Confirmed Staff,Gisella Nickie,2017-06-30,Active,2021-11-30,1680,1544.0,1372.0,112.0,24.0,172.0,0.0,0.8886010362694301,1614
874,PC - 1,Rohan Robinson,Level 6,Location 6,Client Service Staff,Confirmed Staff,Johan Gaines,2017-06-30,Active,2021-11-30,1680,1396.0,1043.0,192.0,92.0,0.0,363.0,0.747134670487106,1614
875,PC - 3,Angela Dyer,Level 7,Location 1,Client Service Staff,Confirmed Staff,Tommy Muire,2017-06-30,Active,2021-11-30,1680,1418.0,992.0,222.0,40.0,0.0,624.0,0.6995768688293371,1614
876,PC - 3,Jaslyn Baldwin,Level 7,Location 1,Client Service Staff,Confirmed Staff,Benedikta Kirbee,2017-06-30,Active,2021-11-30,1680,1484.0,1272.0,120.0,76.0,88.0,194.0,0.8571428571428571,1614
877,PC - 3,Joselyn Whitney,Level 7,Location 1,Client Service Staff,Confirmed Staff,Ali Elsinore,2017-06-30,Active,2021-11-30,1680,1434.0,1357.0,176.0,70.0,0.0,213.0,0.9463040446304045,1614
878,PC - 1,Kieran Jensen,Level 8,Location 3,Client Service Staff,Confirmed Staff,Gavra Kayle,2017-06-30,Active,2021-11-30,1680,1494.5,1408.0,112.0,73.5,0.0,102.5,0.9421211107393778,1614
879,PC - 2,Carlo Mcneil,Level 8,Location 9,Client Service Staff,Confirmed Staff,Imelda Madalena,2017-06-30,Active,2021-11-30,1680,1477.0,1971.5,120.0,83.0,0.0,0.0,1.3348002708192281,1614
880,PC - 2,Alex Doyle,Level 8,Location 7,Client Service Staff,Resigned,-,2017-06-30,Resigned,2017-12-31,1064,952.0,727.0,64.0,48.0,32.0,369.5,0.7636554621848739,184
881,PC - 2,Daniela Myers,Level 8,Location 7,Client Service Staff,Resigned,-,2017-06-30,Resigned,2017-12-31,1064,876.5,721.0,129.0,58.5,0.0,183.0,0.8225898459783229,184
882,PC - 3,Lila Turner,Level 8,Location 1,Client Service Staff,Serving Notice Period,Morgen Hailee,2017-06-30,Active,2021-11-30,1640,1367.0,1400.0,216.0,57.0,0.0,23.0,1.024140453547915,1614
883,PC - 3,Audrey Tucker,Level 8,Location 1,Client Service Staff,Serving Notice Period,Vanessa Zingaro,2017-06-30,Active,2021-11-30,1640,1294.0,1093.0,232.0,114.0,0.0,209.0,0.8446676970633694,1614
884,PC - 3,Ali Lowery,Level 8,Location 1,Client Service Staff,Confirmed Staff,Vanessa Zingaro,2017-06-30,Active,2021-11-30,1640,1378.5,1363.5,168.0,93.5,0.0,75.0,0.9891186071817193,1614
885,PC - 3,Keshawn Aguilar,Level 8,Location 1,Client Service Staff,Confirmed Staff,Vanessa Zingaro,2017-06-30,Active,2021-11-30,1640,1301.0,1232.0,282.0,57.0,0.0,69.0,0.9469638739431206,1614
886,PC - 3,Emery Lynn,Level 8,Location 1,Client Service Staff,Confirmed Staff,Landon Browning,2017-06-30,Active,2021-11-30,1640,1395.0,1372.0,184.0,61.0,0.0,23.0,0.9835125448028674,1614
887,PC - 3,Clare Boyer,Level 8,Location 1,Client Service Staff,Confirmed Staff,Misti Helena,2017-06-30,Active,2021-11-30,1640,1373.0,1327.0,200.0,67.0,0.0,63.0,0.9664967225054625,1614
888,PC - 3,Precious Davila,Level 8,Location 1,Client Service Staff,Serving Notice Period,Misti Helena,2017-06-30,Active,2021-11-30,1640,1380.0,1343.0,200.0,60.0,0.0,74.0,0.9731884057971014,1614
889,PC - 3,Tripp Shepherd,Level 8,Location 1,Client Service Staff,Confirmed Staff,Vanessa Zingaro,2017-06-30,Active,2021-11-30,1640,1360.0,1342.0,208.0,72.0,0.0,77.0,0.986764705882353,1614
890,PC - 3,Liliana Vang,Level 8,Location 1,Client Service Staff,Confirmed Staff,Iormina Lucienne,2017-06-30,Active,2021-11-30,1640,1355.0,942.0,228.0,57.0,0.0,429.0,0.6952029520295203,1614
891,PC - 3,Skyler Valencia,Level 8,Location 1,Client Service Staff,Confirmed Staff,Donette Verne,2017-06-30,Active,2021-11-30,1640,1425.0,1342.0,160.0,55.0,0.0,177.0,0.9417543859649122,1614
892,PC - 3,Catalina Flowers,Level 8,Location 1,Client Service Staff,Confirmed Staff,Beryle Lisha,2017-06-30,Active,2021-11-30,1640,1477.0,1152.0,120.0,43.0,0.0,325.0,0.7799593771157752,1614
893,PC - 2,Antoine Hester,Level 8,Location 7,Client Service Staff,Confirmed Staff,Naomi Rebekah,2017-06-30,Active,2021-11-30,1640,1398.5,1200.0,160.0,81.5,0.0,233.0,0.8580622095101895,1614
894,PC - 2,Priscilla Mack,Level 6,Location 7,Client Service Staff,Confirmed Staff,Beverley Laney,2017-06-30,Active,2021-11-30,1640,1297.5,984.0,200.0,142.5,0.0,560.0,0.7583815028901734,1614
895,PC - 1,Logan Williams,Level 8,Location 6,Client Service Staff,Resigned,-,2017-06-30,Resigned,2017-07-31,152,152.0,0.0,0.0,0.0,0.0,40.0,0.0,31
896,PC - 1,Ryleigh Ortiz,Level 8,Location 3,Client Service Staff,Confirmed Staff,Maria Aubrey,2017-06-30,Active,2021-11-30,1640,1395.0,1286.0,172.0,73.0,0.0,165.5,0.9218637992831541,1614
897,PC - 1,Audrina Arroyo,Level 8,Location 3,Client Service Staff,Confirmed Staff,Margo Opaline,2017-06-30,Active,2021-11-30,1640,1449.0,1234.0,160.0,31.0,0.0,222.5,0.8516218081435473,1614
898,PC - 3,Javier Crosby,Level 8,Location 1,Client Service Staff,Confirmed Staff,Refugia Morganti,2017-06-30,Active,2021-11-30,1640,1438.0,1384.0,144.0,58.0,0.0,137.0,0.9624478442280946,1614
899,PC - 1,Alexandria Livingston,Level 8,Location 3,Client Service Staff,Serving Notice Period,Conni Athene,2017-06-30,Active,2021-11-30,1640,1405.0,1334.0,208.0,27.0,0.0,97.0,0.9494661921708185,1614
900,PC - 1,Remington Lara,Level 8,Location 3,Client Service Staff,Resigned,Claudia Meaghan,2017-06-30,Resigned,2017-12-31,1080,967.0,854.0,80.0,33.0,0.0,145.0,0.8831437435367114,184
901,PC - 1,Sonia Pham,Level 8,Location 3,Client Service Staff,Confirmed Staff,Claudia Meaghan,2017-06-30,Active,2021-11-30,1640,1433.0,1364.0,184.0,23.0,0.0,97.0,0.9518492672714585,1614
902,PC - 1,Marquis Thornton,Level 8,Location 3,Client Service Staff,Confirmed Staff,Maria Aubrey,2017-06-30,Active,2021-11-30,1640,1419.0,1233.0,180.0,41.0,0.0,224.5,0.86892177589852,1614
903,PC - 1,Giancarlo Flowers,Level 8,Location 3,Client Service Staff,Confirmed Staff,Erminie Ericka,2017-06-30,Active,2021-11-30,1640,1431.0,1297.0,176.0,33.0,0.0,176.5,0.9063591893780573,1614
904,PC - 1,Pedro Simon,Level 8,Location 3,Client Service Staff,Resigned,Margo Opaline,2017-06-30,Resigned,2017-12-31,1080,962.0,844.0,80.0,38.0,0.0,166.0,0.8773388773388774,184
905,PC - 2,Kael Downs,Level 8,Location 7,Client Service Staff,Confirmed Staff,Chris Ricky,2017-06-30,Active,2021-11-30,1640,1374.5,1443.0,160.0,105.5,0.0,135.0,1.0498363041105856,1614
906,PC - 2,Javon Baker,Level 8,Location 7,Client Service Staff,Confirmed Staff,Dannie Clotilda,2017-06-30,Active,2021-11-30,1640,1341.0,1223.0,200.0,99.0,0.0,320.0,0.9120059656972409,1614
907,PC - 2,Killian Floyd,Level 8,Location 7,Client Service Staff,Confirmed Staff,Naomi Rebekah,2017-06-30,Active,2021-11-30,1640,1389.0,1248.0,168.0,83.0,0.0,166.0,0.8984881209503239,1614
908,PC - 1,Ashton Nunez,Level 8,Location 3,Client Service Staff,Confirmed Staff,Lian Harley,2017-06-30,Active,2021-11-30,1640,1532.0,856.0,80.0,28.0,0.0,871.5,0.5587467362924282,1614
909,PC - 2,Darius Mejia,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,2017-06-30,Active,2021-11-30,1640,1342.0,1296.0,208.0,90.0,0.0,161.0,0.9657228017883756,1614
910,PC - 2,Eve Meza,Level 8,Location 7,Client Service Staff,Confirmed Staff,Mira Fiorenze,2017-06-30,Active,2021-11-30,1640,1412.5,667.0,120.0,107.5,0.0,798.5,0.47221238938053095,1614
911,PC - 2,Bronson Harding,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,2017-06-30,Active,2021-11-30,1640,1346.0,1625.0,198.0,96.0,0.0,199.0,1.2072808320950965,1614
912,PC - 2,Jamison Hester,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,2017-06-30,Active,2021-11-30,1640,1367.0,1396.0,144.0,129.0,0.0,150.5,1.0212143379663496,1614
913,PC - 2,Yusuf Duarte,Level 8,Location 7,Client Service Staff,Confirmed Staff,Cosette Lavena,2017-06-30,Active,2021-11-30,1640,1341.0,1417.0,172.0,127.0,0.0,251.0,1.0566741237882178,1614
914,PC - 2,Declan Rojas,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,2017-06-30,Active,2021-11-30,1640,1098.0,944.0,430.0,112.0,0.0,210.0,0.8597449908925319,1614
915,PC - 2,Carleigh Osborn,Level 8,Location 7,Client Service Staff,Serving Notice Period,Tatiana Roxanna,2017-06-30,Active,2021-11-30,1640,1335.5,1072.0,216.0,88.5,0.0,277.5,0.8026956196181205,1614
916,PC - 2,Bryce Burch,Level 8,Location 7,Client Service Staff,Confirmed Staff,Josi Ula,2017-06-30,Active,2021-11-30,1640,1384.0,1268.0,160.0,96.0,0.0,449.5,0.9161849710982659,1614
917,PC - 2,Alyvia Carroll,Level 8,Location 7,Client Service Staff,Confirmed Staff,Tatiana Roxanna,2017-06-30,Active,2021-11-30,1640,1392.0,1336.0,136.0,112.0,0.0,89.0,0.9597701149425287,1614
918,PC - 2,Cory Flowers,Level 8,Location 7,Client Service Staff,Confirmed Staff,Rosabella Arlina,2017-06-30,Active,2021-11-30,1640,1460.0,1003.0,128.0,52.0,0.0,496.0,0.686986301369863,1614
919,PC - 3,Rayna Armstrong,Level 8,Location 1,Client Service Staff,Resigned,Gert Editha,2017-06-30,Resigned,2018-04-30,1640,1463.0,1256.0,120.0,57.0,0.0,407.0,0.8585099111414901,304
920,PC - 1,Deanna Gentry,Level 7,Location 3,Client Service Staff,Resigned,Agnes Stacie,2017-06-30,Resigned,2017-11-30,752,620.0,509.0,80.0,52.0,0.0,114.0,0.8209677419354838,153
921,PC - 1,Melina Benson,Level 7,Location 3,Client Service Staff,Confirmed Staff,Sybil Georgianna,2017-06-30,Active,2021-11-30,1592,1385.5,1286.0,152.0,54.5,0.0,133.5,0.9281847708408517,1614
922,PC - 2,Zachery Santana,Level 8,Location 7,Client Service Staff,Confirmed Staff,Kati Rosalyn,2017-06-30,Active,2021-11-30,1592,1369.5,588.0,120.0,102.5,40.0,765.5,0.4293537787513691,1614
923,PC - 3,Britney Castro,Level 7,Location 1,Client Service Staff,Confirmed Staff,Kristina Alleen,2017-06-30,Active,2021-11-30,1592,1433.0,912.0,120.0,39.0,0.0,529.0,0.636427076064201,1614
924,PC - 3,Brandon Jenkins,Level 8,Location 1,Client Service Staff,Confirmed Staff,Morgen Hailee,2017-07-31,Active,2021-11-30,1560,1504.0,824.0,48.0,8.0,0.0,680.0,0.5478723404255319,1583
925,PC - 2,Paulina Terrell,Level 7,Location 7,Client Service Staff,Confirmed Staff,Myrtie Brana,2017-07-31,Active,2021-11-30,1560,1401.0,1060.0,128.0,31.0,0.0,353.0,0.7566024268379729,1583
926,PC - 3,Karter Bridges,Level 8,Location 1,Client Service Staff,Resigned,Tallia Eyde,2017-07-31,Resigned,2018-01-31,1080,948.0,484.0,80.0,52.0,0.0,512.0,0.510548523206751,184
927,PC - 3,Saige Burch,Level 8,Location 1,Client Service Staff,Confirmed Staff,Tallia Eyde,2017-07-31,Active,2021-11-30,1520,1339.0,952.0,128.0,53.0,0.0,387.0,0.7109783420463032,1583
928,PC - 3,Brent Duke,Level 8,Location 1,Client Service Staff,Confirmed Staff,Tallia Eyde,2017-07-31,Active,2021-11-30,1520,1372.0,1056.0,96.0,52.0,0.0,412.0,0.7696793002915452,1583
929,PC - 3,Elsa Gutierrez,Level 8,Location 1,Client Service Staff,Confirmed Staff,Christina Desdemona,2017-07-31,Active,2021-11-30,1520,1352.0,680.0,104.0,64.0,0.0,680.0,0.5029585798816568,1583
930,PC - 3,Dallas Arellano,Level 8,Location 1,Client Service Staff,Confirmed Staff,Christina Desdemona,2017-07-31,Active,2021-11-30,1520,1340.0,911.0,120.0,60.0,0.0,445.0,0.6798507462686567,1583
931,PC - 3,Erik Bird,Level 7,Location 1,Client Service Staff,Confirmed Staff,Nikolia Shirl,2017-07-31,Active,2021-11-30,1520,1290.0,1298.0,120.0,110.0,0.0,5.0,1.006201550387597,1583
932,PC - 3,Mercedes Murillo,Level 8,Location 1,Client Service Staff,Confirmed Staff,Yolanthe Laurella,2017-07-31,Active,2021-11-30,1520,1298.0,1310.5,184.0,38.0,0.0,73.0,1.0096302003081663,1583
933,PC - 1,Wesley Sparks,Level 8,Location 3,Client Service Staff,Confirmed Staff,Jamiya Sellers,2017-07-31,Active,2021-11-30,1520,1356.5,1106.0,136.0,27.5,0.0,420.5,0.815333579063767,1583
934,PC - 1,Macey Hendricks,Level 7,Location 3,Client Service Staff,Confirmed Staff,Dionne Ronna,2017-07-31,Active,2021-11-30,1520,1304.0,1170.0,176.0,40.0,0.0,256.0,0.897239263803681,1583
935,PC - 3,Isabela Mcbride,Level 7,Location 1,Client Service Staff,Confirmed Staff,Benedikta Kirbee,2017-07-31,Active,2021-11-30,1560,1392.0,1261.0,136.0,32.0,0.0,216.0,0.9058908045977011,1583
1108,PC - 2,Ivy Gipsy,Level 6,Location 9,Client Service Staff,Confirmed Staff,Lenora Nydia,2017-07-31,Active,2021-11-30,1520,1392.0,1108.0,112.0,16.0,0.0,386.0,0.7959770114942529,1583
936,PC - 3,Aimee Reynolds,Level 8,Location 1,Client Service Staff,Confirmed Staff,Rosabel Saidee,2017-07-31,Active,2021-11-30,1520,1319.5,1362.0,176.0,24.5,0.0,59.0,1.0322091701402045,1583
937,PC - 1,Rishi Horn,Level 8,Location 3,Client Service Staff,Confirmed Staff,Cherise Lainey,2017-07-31,Active,2021-11-30,1480,1325.5,1277.5,128.0,26.5,0.0,51.0,0.963787250094304,1583
938,PC - 3,Malia Mason,Level 8,Location 1,Client Service Staff,Serving Notice Period,Christina Desdemona,2017-07-31,Active,2021-11-30,1480,1424.0,1424.0,8.0,48.0,0.0,0.0,1.0,1583
939,PC - 3,Allison Blackburn,Level 8,Location 4,Client Service Staff,Confirmed Staff,Mathilda Tomi,2017-07-31,Active,2021-11-30,1480,1300.5,1048.0,112.0,67.5,0.0,397.5,0.805843906189927,1583
940,PC - 3,Amara Webb,Level 7,Location 1,Client Service Staff,Confirmed Staff,Gert Editha,2017-07-31,Active,2021-11-30,1480,1261.0,1088.0,160.0,59.0,0.0,184.0,0.8628072957969866,1583
941,PC - 1,Trent Andrews,Level 8,Location 3,Client Service Staff,Confirmed Staff,Conni Athene,2017-07-31,Active,2021-11-30,1480,1344.0,1023.0,104.0,32.0,0.0,363.0,0.7611607142857143,1583
942,PC - 1,Taylor Barrett,Level 8,Location 3,Client Service Staff,Confirmed Staff,Sheila Papagena,2017-07-31,Active,2021-11-30,1480,1166.0,1172.0,276.0,38.0,0.0,55.0,1.0051457975986278,1583
943,PC - 1,Paola Conway,Level 8,Location 3,Client Service Staff,Confirmed Staff,Luciana Erika,2017-07-31,Active,2021-11-30,1480,1297.0,1044.0,160.0,23.0,0.0,257.0,0.8049344641480339,1583
944,PC - 1,Cael Chavez,Level 8,Location 3,Client Service Staff,Confirmed Staff,Jamiya Sellers,2017-07-31,Active,2021-11-30,1480,1331.5,959.0,120.0,28.5,0.0,447.5,0.7202403304543747,1583
945,PC - 1,Caylee Maxwell,Level 8,Location 3,Client Service Staff,Resigned,-,2017-07-31,Resigned,2017-09-30,320,289.5,136.0,16.0,14.5,0.0,153.5,0.4697754749568221,61
946,PC - 1,Shelby Harris,Level 8,Location 3,Client Service Staff,Resigned,Ilsa Marigold,2017-07-31,Resigned,2017-09-30,352,321.5,120.0,16.0,14.5,0.0,213.0,0.37325038880248834,61
947,PC - 1,Anabel Jimenez,Level 6,Location 3,Client Service Staff,Confirmed Staff,Rina Debee,2017-07-31,Active,2021-11-30,1480,1263.0,979.0,180.0,37.0,3.0,437.0,0.7751385589865399,1583
948,PC - 1,Cruz Tucker,Level 8,Location 3,Client Service Staff,Confirmed Staff,Lindy Marguerite,2017-07-31,Active,2021-11-30,1480,1286.0,1144.0,144.0,50.0,0.0,313.0,0.8895800933125972,1583
949,PC - 3,Rowan Cowan,Level 6,Location 1,Client Service Staff,Confirmed Staff,Rosabel Saidee,2017-07-31,Active,2021-11-30,1440,1252.0,1252.0,136.0,52.0,0.0,0.0,1.0,1583
950,PC - 3,Miguel Adkins,Level 7,Location 1,Client Service Staff,Resigned,Tommy Muire,2017-07-31,Resigned,2017-10-31,440,357.0,205.0,32.0,51.0,0.0,152.0,0.5742296918767507,92
951,PC - 3,Josh Newton,Level 7,Location 1,Client Service Staff,Confirmed Staff,Beryle Lisha,2017-07-31,Active,2021-11-30,1440,1278.0,1160.0,144.0,18.0,0.0,118.0,0.9076682316118936,1583
952,PC - 3,Rylee Riley,Level 8,Location 1,Client Service Staff,Confirmed Staff,Iormina Lucienne,2017-07-31,Active,2021-11-30,1440,1240.0,1176.0,152.0,48.0,0.0,144.0,0.9483870967741935,1583
953,PC - 1,Zayden Cowan,Level 8,Location 3,Client Service Staff,Serving Notice Period,Luciana Erika,2017-07-31,Active,2021-11-30,1400,1239.0,624.0,136.0,25.0,0.0,615.0,0.5036319612590799,1583
954,PC - 2,Teagan Hunt,Level 7,Location 9,Client Service Staff,Confirmed Staff,Lenora Nydia,2017-07-31,Active,2021-11-30,1400,1214.0,1088.0,160.0,26.0,0.0,126.0,0.8962108731466227,1583
955,PC - 2,Fernando Stone,Level 7,Location 7,Client Service Staff,Confirmed Staff,Rosabella Arlina,2017-07-31,Active,2021-11-30,1400,1174.0,1062.0,208.0,18.0,15.0,97.0,0.9045996592844975,1583
956,PC - 3,Luke Garner,Level 8,Location 1,Client Service Staff,Confirmed Staff,Cordula Devan,2017-08-31,Active,2021-11-30,680,572.0,556.0,108.0,0.0,0.0,16.0,0.972027972027972,1552
957,PC - 1,Brady Daugherty,Level 7,Location 3,Client Service Staff,Confirmed Staff,Jamiya Sellers,2017-08-31,Active,2021-11-30,1352,1224.0,686.0,120.0,8.0,456.0,168.0,0.5604575163398693,1552
958,PC - 1,Solomon Turner,Level 8,Location 3,Client Service Staff,Confirmed Staff,Jamiya Sellers,2017-08-31,Active,2021-11-30,1352,1183.0,847.0,160.0,9.0,0.0,336.0,0.7159763313609467,1552
959,PC - 1,Zain Liu,Level 7,Location 3,Client Service Staff,Confirmed Staff,Jamiya Sellers,2017-08-31,Active,2021-11-30,1352,1245.0,643.0,96.0,11.0,0.0,647.5,0.5164658634538153,1552
960,PC - 1,Jamiya Sellers,Level 4,Location 3,Client Service Staff,Confirmed Staff,Jordanna Danya,2017-08-31,Active,2021-11-30,1352,1168.0,224.0,176.0,8.0,0.0,944.0,0.1917808219178082,1552
961,PC - 1,Christina Bates,Level 8,Location 3,Client Service Staff,Confirmed Staff,Emelda Jackqueline,2017-08-31,Active,2021-11-30,1320,1079.75,826.0,200.0,40.25,0.0,342.5,0.7649918962722853,1552
962,PC - 3,Audrey Howell,Level 8,Location 1,Client Service Staff,Confirmed Staff,Xylina Beatriz,2017-08-31,Active,2021-11-30,1320,1171.0,1024.0,96.0,53.0,0.0,179.0,0.874466268146883,1552
963,PC - 3,Orlando Winters,Level 8,Location 1,Client Service Staff,Resigned,Tommy Muire,2017-08-31,Resigned,2018-02-28,1080,984.0,953.0,96.0,0.0,0.0,288.0,0.9684959349593496,181
964,PC - 2,Cole Melton,Level A1,Location 7,Support Staff,Confirmed Staff,Annnora Gabrielle,2017-08-31,Active,2021-11-30,1280,1132.7,0.0,128.0,19.3,0.0,1131.6999999999998,0.0,1552
965,PC - 3,Anabel Soto,Level 8,Location 1,Client Service Staff,Confirmed Staff,Xylina Beatriz,2017-08-31,Active,2021-11-30,1280,1072.0,956.0,176.0,32.0,0.0,180.0,0.8917910447761194,1552
966,PC - 3,Jaime Yates,Level 8,Location 4,Client Service Staff,Confirmed Staff,Mathilda Tomi,2017-08-31,Active,2021-11-30,1240,1093.0,920.0,120.0,27.0,0.0,185.0,0.8417200365965233,1552
967,PC - 2,Darion Haas,Level 7,Location 9,Client Service Staff,Resigned,Lenora Nydia,2017-08-31,Resigned,2018-01-31,760,617.0,560.0,96.0,47.0,0.0,65.0,0.9076175040518638,153
968,PC - 1,Arielle Mcpherson,Level 8,Location 3,Client Service Staff,Confirmed Staff,Kalie Sylvia,2017-09-30,Active,2021-11-30,1200,987.0,564.0,168.0,45.0,0.0,431.0,0.5714285714285714,1522
969,PC - 3,Sterling Carson,Level 8,Location 1,Client Service Staff,Resigned,Xylina Beatriz,2017-09-30,Resigned,2018-03-31,1168,971.0,995.0,160.0,37.0,16.0,0.0,1.0247167868177136,182
970,PC - 3,Amelia Rocha,Level 8,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,2017-09-30,Active,2021-11-30,1200,1056.0,1048.0,120.0,24.0,0.0,17.0,0.9924242424242424,1522
971,PC - 3,Leonidas Pena,Level 6,Location 1,Client Service Staff,Confirmed Staff,Dottie Bidget,2017-09-30,Active,2021-11-30,1200,1037.0,906.0,120.0,43.0,121.0,50.0,0.8736740597878495,1522
972,PC - 3,Tori Montoya,Level 7,Location 1,Client Service Staff,Confirmed Staff,Ali Elsinore,2017-09-30,Active,2021-11-30,1160,936.0,700.0,168.0,56.0,0.0,244.0,0.7478632478632479,1522
973,PC - 3,Jaime Yoder,Level 7,Location 1,Client Service Staff,Confirmed Staff,Tallia Eyde,2017-09-30,Active,2021-11-30,1160,1012.0,896.0,120.0,28.0,0.0,116.0,0.8853754940711462,1522
974,PC - 2,Denisse Moses,Level 8,Location 7,Client Service Staff,Confirmed Staff,Rosabella Arlina,2017-09-30,Active,2021-11-30,1160,1006.0,1138.0,128.0,26.0,8.0,150.5,1.1312127236580516,1522
975,PC - 1,Jessie Hester,-,Location 8,Client Service Staff,Confirmed Staff,Douglas Herrera,2017-09-30,Active,2021-11-30,1160,1023.0,999.0,112.0,25.0,0.0,24.0,0.9765395894428153,1522
976,PC - 2,Aurora Hoover,Level 7,Location 7,Client Service Staff,Confirmed Staff,Cosette Lavena,2017-09-30,Active,2021-11-30,1120,799.0,742.0,263.0,58.0,0.0,65.0,0.9286608260325406,1522
977,PC - 3,Ella Roth,Level 7,Location 1,Client Service Staff,Confirmed Staff,Xylina Beatriz,2017-09-30,Active,2021-11-30,1080,924.0,648.0,128.0,28.0,0.0,284.0,0.7012987012987013,1522
978,PC - 1,Aidan Lewis,-,Location 8,Client Service Staff,Serving Notice Period,Josey Rorie,2017-09-30,Active,2021-11-30,1080,1040.0,1024.0,32.0,8.0,0.0,16.0,0.9846153846153847,1522
